140,3,937.9935847219414,506.8196716308594,315.48918553658604,575.5552490234375,1,-1,-1,-1
141,3,926.2045241451908,515.4775856209753,310.1787190376416,566.0097606810485,1,-1,-1,-1
142,3,900.2518192026891,518.2163458182162,307.7210064560187,562.438933034527,1,-1,-1,-1
143,3,884.2132698265173,523.2797821211302,302.65353404155536,553.7965259096427,1,-1,-1,-1
144,3,849.8263056578271,530.1436571942554,298.6832594962215,548.4613220593836,1,-1,-1,-1
145,3,821.0904826355156,521.6841972286568,302.8150912306676,558.30946578758,1,-1,-1,-1
146,3,795.6837948168127,509.70931085599045,307.7090984785926,571.326151345457,1,-1,-1,-1
147,3,771.5138873036727,495.86506570077034,312.3217942215629,584.5707867659606,1,-1,-1,-1
148,3,752.5331402532942,481.99085312533276,316.58745371273307,598.9072358264472,1,-1,-1,-1
149,3,735.334104053537,466.13183271794696,321.27094179959226,613.598881584719,1,-1,-1,-1
150,3,718.4472803232163,445.3289966657343,326.7511560774698,631.9825611729004,1,-1,-1,-1
151,3,688.8021644181665,426.73780279095126,330.46327053958,650.3855691853416,1,-1,-1,-1
152,3,664.394335988418,398.5138878801582,322.724825281439,645.4670142133127,1,-1,-1,-1
153,3,647.3671333869429,374.2055434711495,317.1660456284451,642.4110716160468,1,-1,-1,-1
154,3,629.4929574880879,352.8193513754516,312.2000942591125,638.3091671845622,1,-1,-1,-1
155,3,616.2887539687631,333.52034401463067,315.0961709473561,649.8295080626852,1,-1,-1,-1
156,3,601.1909584373745,311.57285803774505,319.39265948082,664.9161618202345,1,-1,-1,-1
157,3,591.2269437117766,293.2949795426048,321.06317944437967,674.4289134604805,1,-1,-1,-1
158,3,580.1985073465542,273.60144774103645,318.9256507815734,675.2292500145355,1,-1,-1,-1
159,3,584.9437806230411,255.10956786404842,292.25693479735236,624.3082543662814,1,-1,-1,-1
160,3,579.7856840360251,236.0662375572897,279.39851810534213,599.8729616925323,1,-1,-1,-1
161,3,572.942930292163,217.84788555609362,276.0834551677532,595.300876039078,1,-1,-1,-1
162,3,563.8392290202746,196.6857824127303,279.90990124071175,607.2784820951018,1,-1,-1,-1
163,3,556.1249852773241,182.48081313355897,281.80522393506226,615.7352658026412,1,-1,-1,-1
164,3,553.5324322838003,170.8012408353198,282.83508504746385,623.172646998721,1,-1,-1,-1
165,3,552.3336566483034,158.57387529409328,284.69367197518113,632.8228658923211,1,-1,-1,-1
166,3,554.3662991954136,147.64906851301748,281.05082739000125,630.8196499823389,1,-1,-1,-1
167,3,558.8888552019226,132.02866418021387,272.7341828083995,617.1612094530902,1,-1,-1,-1
168,3,564.0946333469541,109.56885649209283,254.780366118109,581.2364438438711,1,-1,-1,-1
169,3,568.3790761526514,90.66267383516168,244.1925254769033,561.4589898529102,1,-1,-1,-1
170,3,569.7400388166035,77.26306868990827,241.31943008174585,559.7428058952936,1,-1,-1,-1
171,3,574.5400253418716,69.23029315528561,241.0660437930722,564.653724662006,1,-1,-1,-1
172,3,575.4337723930523,57.785455554272346,243.17131121424165,575.5756534413262,1,-1,-1,-1
173,3,575.8112369438319,48.39194636621386,243.95835859621238,583.3045169659486,1,-1,-1,-1
174,3,572.4026328081571,39.50198074126024,243.1839915075622,586.7454043536178,1,-1,-1,-1
175,3,573.3158378409967,27.13803111425085,238.36527601340356,579.3413894642882,1,-1,-1,-1
176,3,579.9188933528274,14.799875552741184,224.46033009095157,546.6323477978743,1,-1,-1,-1
177,3,585.6372780497718,3.7861890169930916,212.94282226137634,518.8939277427593,1,-1,-1,-1
178,3,589.0051534449111,-1.9949177252740071,207.15693018493576,506.0838506377249,1,-1,-1,-1
179,3,594.820195389251,-3.9745946970500654,204.7626909761277,501.71204360828955,1,-1,-1,-1
180,3,597.8183508026049,-4.4456137293953475,203.2142649034005,500.55228880979587,1,-1,-1,-1
181,3,603.1294263698269,-5.21295577789482,202.39171047436363,501.20302682491354,1,-1,-1,-1
182,3,608.0542268567744,-4.245509263400521,197.89548165210465,491.60494134738394,1,-1,-1,-1
